timestamp,station_id,station_code,station_name,line_name,hour,minute,day_of_week,is_weekend,capacity,inflow_ppm,outflow_ppm,line_delay_min,density_pct,target_inflow_15m,target_inflow_30m,target_inflow_60m,target_congestion_level
2026-08-25 00:15:00,11,BLU-03,Central Terminal,Blue Line,0,15,1,0,3000,16,28,0,3.88,16,17,18,NORMAL
2026-08-25 00:15:00,12,BLU-04,Civic Center,Blue Line,0,15,1,0,2100,17,7,0,5.17,17,18,19,NORMAL
2026-08-25 00:15:00,13,BLU-05,University Square,Blue Line,0,15,1,0,2000,32,22,0,5.07,33,35,36,NORMAL
2026-08-25 00:15:00,14,BLU-06,Innovation Park,Blue Line,0,15,1,0,2400,8,16,0,4.48,8,8,9,NORMAL
2026-08-25 00:15:00,15,BLU-07,Stadium Arena,Blue Line,0,15,1,0,3500,8,10,0,2.59,8,8,9,NORMAL
2026-08-25 00:15:00,16,BLU-08,East terminus,Blue Line,0,15,1,0,1500,23,12,0,7.45,24,25,26,NORMAL
2026-08-25 00:30:00,1,RED-01,Central Terminal,Red Line,0,30,1,0,3000,25,20,0,3.43,26,27,28,NORMAL
2026-08-25 00:30:00,2,RED-02,Financial Plaza,Red Line,0,30,1,0,2500,8,5,0,3.62,8,8,9,NORMAL
2026-08-25 00:30:00,3,RED-03,Tech Hub North,Red Line,0,30,1,0,2200,12,7,0,4.92,12,13,13,NORMAL
2026-08-25 00:30:00,4,RED-04,University Square,Red Line,0,30,1,0,2000,23,21,0,5.7,24,25,26,NORMAL
2026-08-25 00:30:00,5,RED-05,Arts District,Red Line,0,30,1,0,1800,17,7,0,5.46,17,18,19,NORMAL
2026-08-25 00:30:00,6,RED-06,Medical Center,Red Line,0,30,1,0,2000,13,18,0,4.05,13,14,14,NORMAL
2026-08-25 00:30:00,7,RED-07,North Gate,Red Line,0,30,1,0,1600,5,14,0,5.98,5,5,5,NORMAL
2026-08-25 00:30:00,8,RED-08,Suburban North,Red Line,0,30,1,0,1500,9,9,0,6.34,9,9,10,NORMAL
2026-08-25 00:30:00,9,BLU-01,West Port,Blue Line,0,30,1,0,2000,15,10,0,5.25,15,16,17,NORMAL
2026-08-25 00:30:00,10,BLU-02,Maritime Dock,Blue Line,0,30,1,0,1800,21,6,0,7.98,22,23,24,NORMAL
2026-08-25 00:30:00,11,BLU-03,Central Terminal,Blue Line,0,30,1,0,3000,35,33,0,2.69,36,38,40,NORMAL
2026-08-25 00:30:00,12,BLU-04,Civic Center,Blue Line,0,30,1,0,2100,23,21,0,4.02,24,25,26,NORMAL
2026-08-25 00:30:00,13,BLU-05,University Square,Blue Line,0,30,1,0,2000,33,27,0,5.61,34,36,37,NORMAL
2026-08-25 00:30:00,14,BLU-06,Innovation Park,Blue Line,0,30,1,0,2400,14,17,0,3.69,14,15,16,NORMAL
2026-08-25 00:30:00,15,BLU-07,Stadium Arena,Blue Line,0,30,1,0,3500,21,16,0,3.36,22,23,24,NORMAL
2026-08-25 00:30:00,16,BLU-08,East terminus,Blue Line,0,30,1,0,1500,15,16,0,7.68,15,16,17,NORMAL
2026-08-25 00:45:00,1,RED-01,Central Terminal,Red Line,0,45,1,0,3000,28,31,0,3.06,29,30,32,NORMAL
2026-08-25 00:45:00,2,RED-02,Financial Plaza,Red Line,0,45,1,0,2500,21,5,15,6.06,22,23,24,NORMAL
2026-08-25 00:45:00,3,RED-03,Tech Hub North,Red Line,0,45,1,0,2200,20,14,0,5.07,21,22,23,NORMAL
2026-08-25 00:45:00,4,RED-04,University Square,Red Line,0,45,1,0,2000,36,27,0,5.57,37,39,41,NORMAL
2026-08-25 00:45:00,5,RED-05,Arts District,Red Line,0,45,1,0,1800,23,6,0,8.87,24,25,26,NORMAL
2026-08-25 00:45:00,6,RED-06,Medical Center,Red Line,0,45,1,0,2000,6,13,0,4.82,6,6,6,NORMAL
2026-08-25 00:45:00,7,RED-07,North Gate,Red Line,0,45,1,0,1600,16,8,15,5.99,16,17,18,NORMAL
2026-08-25 00:45:00,8,RED-08,Suburban North,Red Line,0,45,1,0,1500,10,8,0,6.69,10,11,11,NORMAL
2026-08-25 00:45:00,9,BLU-01,West Port,Blue Line,0,45,1,0,2000,20,12,0,4.46,21,22,23,NORMAL
2026-08-25 00:45:00,10,BLU-02,Maritime Dock,Blue Line,0,45,1,0,1800,8,10,0,5.52,8,8,9,NORMAL
2026-08-25 00:45:00,11,BLU-03,Central Terminal,Blue Line,0,45,1,0,3000,32,27,0,3.37,33,35,36,NORMAL
2026-08-25 00:45:00,12,BLU-04,Civic Center,Blue Line,0,45,1,0,2100,15,22,0,4.86,15,16,17,NORMAL
2026-08-25 00:45:00,13,BLU-05,University Square,Blue Line,0,45,1,0,2000,23,23,0,5.97,24,25,26,NORMAL
2026-08-25 00:45:00,14,BLU-06,Innovation Park,Blue Line,0,45,1,0,2400,15,6,15,3.68,15,16,17,NORMAL
2026-08-25 00:45:00,15,BLU-07,Stadium Arena,Blue Line,0,45,1,0,3500,11,11,0,2.79,11,12,12,NORMAL
2026-08-25 00:45:00,16,BLU-08,East terminus,Blue Line,0,45,1,0,1500,7,11,0,5.6,7,7,8,NORMAL
2026-08-25 01:00:00,1,RED-01,Central Terminal,Red Line,1,0,1,0,3000,28,22,0,3.5,29,30,32,NORMAL
2026-08-25 01:00:00,2,RED-02,Financial Plaza,Red Line,1,0,1,0,2500,7,21,8,3.26,7,7,8,NORMAL
2026-08-25 01:00:00,3,RED-03,Tech Hub North,Red Line,1,0,1,0,2200,11,11,0,3.84,11,12,12,NORMAL
2026-08-25 01:00:00,4,RED-04,University Square,Red Line,1,0,1,0,2000,30,35,0,4.44,31,33,34,NORMAL
2026-08-25 01:00:00,5,RED-05,Arts District,Red Line,1,0,1,0,1800,5,17,0,5.15,5,5,5,NORMAL
2026-08-25 01:00:00,6,RED-06,Medical Center,Red Line,1,0,1,0,2000,5,11,0,4.18,5,5,5,NORMAL
2026-08-25 01:00:00,7,RED-07,North Gate,Red Line,1,0,1,0,1600,8,13,0,7.37,8,8,9,NORMAL
2026-08-25 01:00:00,8,RED-08,Suburban North,Red Line,1,0,1,0,1500,5,6,3,5.4,5,5,5,NORMAL
2026-08-25 01:00:00,9,BLU-01,West Port,Blue Line,1,0,1,0,2000,7,5,0,5.6,7,7,8,NORMAL
2026-08-25 01:00:00,10,BLU-02,Maritime Dock,Blue Line,1,0,1,0,1800,18,18,0,6.1,18,19,20,NORMAL
2026-08-25 01:00:00,11,BLU-03,Central Terminal,Blue Line,1,0,1,0,3000,31,28,0,2.86,32,34,35,NORMAL
2026-08-25 01:00:00,12,BLU-04,Civic Center,Blue Line,1,0,1,0,2100,35,6,3,15.12,36,38,40,NORMAL
2026-08-25 01:00:00,13,BLU-05,University Square,Blue Line,1,0,1,0,2000,15,16,15,4.71,15,16,17,NORMAL
2026-08-25 01:00:00,14,BLU-06,Innovation Park,Blue Line,1,0,1,0,2400,13,5,0,3.77,13,14,14,NORMAL
2026-08-25 01:00:00,15,BLU-07,Stadium Arena,Blue Line,1,0,1,0,3500,16,9,0,3.0,16,17,18,NORMAL
2026-08-25 01:00:00,16,BLU-08,East terminus,Blue Line,1,0,1,0,1500,22,5,0,12.59,23,24,25,NORMAL
2026-08-25 01:15:00,1,RED-01,Central Terminal,Red Line,1,15,1,0,3000,27,28,0,3.44,28,29,31,NORMAL
2026-08-25 01:15:00,2,RED-02,Financial Plaza,Red Line,1,15,1,0,2500,18,10,0,4.36,18,19,20,NORMAL
2026-08-25 01:15:00,3,RED-03,Tech Hub North,Red Line,1,15,1,0,2200,14,6,0,5.24,14,15,16,NORMAL
2026-08-25 01:15:00,4,RED-04,University Square,Red Line,1,15,1,0,2000,23,25,0,5.18,24,25,26,NORMAL
2026-08-25 01:15:00,5,RED-05,Arts District,Red Line,1,15,1,0,1800,16,12,0,5.23,16,17,18,NORMAL
2026-08-25 01:15:00,6,RED-06,Medical Center,Red Line,1,15,1,0,2000,19,15,0,5.09,19,20,21,NORMAL
2026-08-25 01:15:00,7,RED-07,North Gate,Red Line,1,15,1,0,1600,16,24,0,6.44,16,17,18,NORMAL
2026-08-25 01:15:00,8,RED-08,Suburban North,Red Line,1,15,1,0,1500,17,6,0,7.54,17,18,19,NORMAL
2026-08-25 01:15:00,9,BLU-01,West Port,Blue Line,1,15,1,0,2000,24,5,0,9.49,25,26,27,NORMAL
2026-08-25 01:15:00,10,BLU-02,Maritime Dock,Blue Line,1,15,1,0,1800,11,6,0,6.58,11,12,12,NORMAL
2026-08-25 01:15:00,11,BLU-03,Central Terminal,Blue Line,1,15,1,0,3000,33,30,0,3.8,34,36,37,NORMAL
2026-08-25 01:15:00,12,BLU-04,Civic Center,Blue Line,1,15,1,0,2100,15,20,0,4.12,15,16,17,NORMAL
2026-08-25 01:15:00,13,BLU-05,University Square,Blue Line,1,15,1,0,2000,33,19,0,7.48,34,36,37,NORMAL
2026-08-25 01:15:00,14,BLU-06,Innovation Park,Blue Line,1,15,1,0,2400,18,8,0,3.57,18,19,20,NORMAL
2026-08-25 01:15:00,15,BLU-07,Stadium Arena,Blue Line,1,15,1,0,3500,18,9,0,3.38,18,19,20,NORMAL
2026-08-25 01:15:00,16,BLU-08,East terminus,Blue Line,1,15,1,0,1500,14,10,0,5.96,14,15,16,NORMAL
2026-08-25 01:30:00,1,RED-01,Central Terminal,Red Line,1,30,1,0,3000,17,19,0,3.83,17,18,19,NORMAL
2026-08-25 01:30:00,2,RED-02,Financial Plaza,Red Line,1,30,1,0,2500,10,15,0,3.32,10,11,11,NORMAL
2026-08-25 01:30:00,3,RED-03,Tech Hub North,Red Line,1,30,1,0,2200,14,8,0,3.83,14,15,16,NORMAL
2026-08-25 01:30:00,4,RED-04,University Square,Red Line,1,30,1,0,2000,22,13,0,5.5,23,24,25,NORMAL
2026-08-25 01:30:00,5,RED-05,Arts District,Red Line,1,30,1,0,1800,18,9,0,6.07,18,19,20,NORMAL
2026-08-25 01:30:00,6,RED-06,Medical Center,Red Line,1,30,1,0,2000,6,24,0,4.41,6,6,6,NORMAL
2026-08-25 01:30:00,7,RED-07,North Gate,Red Line,1,30,1,0,1600,12,13,0,6.84,12,13,13,NORMAL
2026-08-25 01:30:00,8,RED-08,Suburban North,Red Line,1,30,1,0,1500,10,10,0,6.54,10,11,11,NORMAL
2026-08-25 01:30:00,9,BLU-01,West Port,Blue Line,1,30,1,0,2000,21,7,0,8.05,22,23,24,NORMAL
2026-08-25 01:30:00,10,BLU-02,Maritime Dock,Blue Line,1,30,1,0,1800,9,17,0,5.89,9,9,10,NORMAL
2026-08-25 01:30:00,11,BLU-03,Central Terminal,Blue Line,1,30,1,0,3000,26,20,0,3.67,27,28,29,NORMAL
2026-08-25 01:30:00,12,BLU-04,Civic Center,Blue Line,1,30,1,0,2100,10,17,0,5.45,10,11,11,NORMAL
2026-08-25 01:30:00,13,BLU-05,University Square,Blue Line,1,30,1,0,2000,34,20,0,7.79,35,37,39,NORMAL
2026-08-25 01:30:00,14,BLU-06,Innovation Park,Blue Line,1,30,1,0,2400,21,19,0,4.39,22,23,24,NORMAL
2026-08-25 01:30:00,15,BLU-07,Stadium Arena,Blue Line,1,30,1,0,3500,15,11,0,2.61,15,16,17,NORMAL
2026-08-25 01:30:00,16,BLU-08,East terminus,Blue Line,1,30,1,0,1500,18,19,0,6.0,18,19,20,NORMAL
2026-08-25 01:45:00,1,RED-01,Central Terminal,Red Line,1,45,1,0,3000,19,29,0,3.95,19,20,21,NORMAL
2026-08-25 01:45:00,2,RED-02,Financial Plaza,Red Line,1,45,1,0,2500,16,16,5,3.42,16,17,18,NORMAL
2026-08-25 01:45:00,3,RED-03,Tech Hub North,Red Line,1,45,1,0,2200,13,8,0,4.85,13,14,14,NORMAL
2026-08-25 01:45:00,4,RED-04,University Square,Red Line,1,45,1,0,2000,17,30,0,4.2,17,18,19,NORMAL
2026-08-25 01:45:00,5,RED-05,Arts District,Red Line,1,45,1,0,1800,12,5,0,6.65,12,13,13,NORMAL
2026-08-25 01:45:00,6,RED-06,Medical Center,Red Line,1,45,1,0,2000,17,5,0,6.44,17,18,19,NORMAL
2026-08-25 01:45:00,7,RED-07,North Gate,Red Line,1,45,1,0,1600,17,24,0,5.3,17,18,19,NORMAL
2026-08-25 01:45:00,8,RED-08,Suburban North,Red Line,1,45,1,0,1500,5,6,0,7.02,5,5,5,NORMAL
2026-08-25 01:45:00,9,BLU-01,West Port,Blue Line,1,45,1,0,2000,8,5,0,5.7,8,8,9,NORMAL
2026-08-25 01:45:00,10,BLU-02,Maritime Dock,Blue Line,1,45,1,0,1800,19,8,0,6.23,19,20,21,NORMAL
2026-08-25 01:45:00,11,BLU-03,Central Terminal,Blue Line,1,45,1,0,3000,17,27,0,3.47,17,18,19,NORMAL
2026-08-25 01:45:00,12,BLU-04,Civic Center,Blue Line,1,45,1,0,2100,10,5,0,5.02,10,11,11,NORMAL
2026-08-25 01:45:00,13,BLU-05,University Square,Blue Line,1,45,1,0,2000,25,26,0,5.98,26,27,28,NORMAL
2026-08-25 01:45:00,14,BLU-06,Innovation Park,Blue Line,1,45,1,0,2400,8,11,0,4.14,8,8,9,NORMAL
2026-08-25 01:45:00,15,BLU-07,Stadium Arena,Blue Line,1,45,1,0,3500,18,5,0,4.0,18,19,20,NORMAL
2026-08-25 01:45:00,16,BLU-08,East terminus,Blue Line,1,45,1,0,1500,18,10,0,5.45,18,19,20,NORMAL
2026-08-25 02:00:00,1,RED-01,Central Terminal,Red Line,2,0,1,0,3000,15,23,0,3.65,15,16,17,NORMAL
2026-08-25 02:00:00,2,RED-02,Financial Plaza,Red Line,2,0,1,0,2500,23,9,0,6.35,24,25,26,NORMAL
2026-08-25 02:00:00,3,RED-03,Tech Hub North,Red Line,2,0,1,0,2200,18,6,0,5.15,18,19,20,NORMAL
2026-08-25 02:00:00,4,RED-04,University Square,Red Line,2,0,1,0,2000,27,26,0,5.36,28,29,31,NORMAL
2026-08-25 02:00:00,5,RED-05,Arts District,Red Line,2,0,1,0,1800,10,12,0,4.94,10,11,11,NORMAL
2026-08-25 02:00:00,6,RED-06,Medical Center,Red Line,2,0,1,0,2000,18,8,0,5.04,18,19,20,NORMAL
2026-08-25 02:00:00,7,RED-07,North Gate,Red Line,2,0,1,0,1600,6,11,0,5.42,6,6,6,NORMAL
2026-08-25 02:00:00,8,RED-08,Suburban North,Red Line,2,0,1,0,1500,17,21,0,7.14,17,18,19,NORMAL
2026-08-25 02:00:00,9,BLU-01,West Port,Blue Line,2,0,1,0,2000,7,5,0,4.55,7,7,8,NORMAL
2026-08-25 02:00:00,10,BLU-02,Maritime Dock,Blue Line,2,0,1,0,1800,15,16,0,5.69,15,16,17,NORMAL
2026-08-25 02:00:00,11,BLU-03,Central Terminal,Blue Line,2,0,1,0,3000,16,28,0,3.38,16,17,18,NORMAL
2026-08-25 02:00:00,12,BLU-04,Civic Center,Blue Line,2,0,1,0,2100,16,5,0,5.81,16,17,18,NORMAL
2026-08-25 02:00:00,13,BLU-05,University Square,Blue Line,2,0,1,0,2000,21,25,0,4.23,22,23,24,NORMAL
2026-08-25 02:00:00,14,BLU-06,Innovation Park,Blue Line,2,0,1,0,2400,6,14,0,3.56,6,6,6,NORMAL
2026-08-25 02:00:00,15,BLU-07,Stadium Arena,Blue Line,2,0,1,0,3500,12,10,0,2.97,12,13,13,NORMAL
2026-08-25 02:00:00,16,BLU-08,East terminus,Blue Line,2,0,1,0,1500,9,16,0,5.38,9,9,10,NORMAL
2026-08-25 02:15:00,1,RED-01,Central Terminal,Red Line,2,15,1,0,3000,23,12,0,4.04,24,25,26,NORMAL
2026-08-25 02:15:00,2,RED-02,Financial Plaza,Red Line,2,15,1,0,2500,13,11,0,3.69,13,14,14,NORMAL
2026-08-25 02:15:00,3,RED-03,Tech Hub North,Red Line,2,15,1,0,2200,12,15,0,4.59,12,13,13,NORMAL
2026-08-25 02:15:00,4,RED-04,University Square,Red Line,2,15,1,0,2000,23,18,0,5.38,24,25,26,NORMAL
2026-08-25 02:15:00,5,RED-05,Arts District,Red Line,2,15,1,0,1800,10,5,3,4.92,10,11,11,NORMAL
2026-08-25 02:15:00,6,RED-06,Medical Center,Red Line,2,15,1,0,2000,17,13,0,5.29,17,18,19,NORMAL
2026-08-25 02:15:00,7,RED-07,North Gate,Red Line,2,15,1,0,1600,17,7,0,7.41,17,18,19,NORMAL
2026-08-25 02:15:00,8,RED-08,Suburban North,Red Line,2,15,1,0,1500,6,6,0,6.99,6,6,6,NORMAL
2026-08-25 02:15:00,9,BLU-01,West Port,Blue Line,2,15,1,0,2000,16,7,0,5.82,16,17,18,NORMAL
2026-08-25 02:15:00,10,BLU-02,Maritime Dock,Blue Line,2,15,1,0,1800,13,14,0,5.37,13,14,14,NORMAL
2026-08-25 02:15:00,11,BLU-03,Central Terminal,Blue Line,2,15,1,0,3000,27,38,0,3.23,28,29,31,NORMAL
2026-08-25 02:15:00,12,BLU-04,Civic Center,Blue Line,2,15,1,0,2100,17,8,0,4.33,17,18,19,NORMAL
2026-08-25 02:15:00,13,BLU-05,University Square,Blue Line,2,15,1,0,2000,31,18,0,5.77,32,34,35,NORMAL
2026-08-25 02:15:00,14,BLU-06,Innovation Park,Blue Line,2,15,1,0,2400,9,7,0,3.6,9,9,10,NORMAL
2026-08-25 02:15:00,15,BLU-07,Stadium Arena,Blue Line,2,15,1,0,3500,18,13,0,3.17,18,19,20,NORMAL
2026-08-25 02:15:00,16,BLU-08,East terminus,Blue Line,2,15,1,0,1500,16,17,0,6.24,16,17,18,NORMAL
2026-08-25 02:30:00,1,RED-01,Central Terminal,Red Line,2,30,1,0,3000,31,23,0,3.49,32,34,35,NORMAL
2026-08-25 02:30:00,2,RED-02,Financial Plaza,Red Line,2,30,1,0,2500,5,16,0,3.35,5,5,5,NORMAL
2026-08-25 02:30:00,3,RED-03,Tech Hub North,Red Line,2,30,1,0,2200,8,5,0,4.2,8,8,9,NORMAL
2026-08-25 02:30:00,4,RED-04,University Square,Red Line,2,30,1,0,2000,33,20,0,6.44,34,36,37,NORMAL
2026-08-25 02:30:00,5,RED-05,Arts District,Red Line,2,30,1,0,1800,14,12,0,4.82,14,15,16,NORMAL
2026-08-25 02:30:00,6,RED-06,Medical Center,Red Line,2,30,1,0,2000,14,9,0,4.24,14,15,16,NORMAL
2026-08-25 02:30:00,7,RED-07,North Gate,Red Line,2,30,1,0,1600,25,6,0,9.68,26,27,28,NORMAL
2026-08-25 02:30:00,8,RED-08,Suburban North,Red Line,2,30,1,0,1500,9,7,5,5.49,9,9,10,NORMAL
2026-08-25 02:30:00,9,BLU-01,West Port,Blue Line,2,30,1,0,2000,11,5,0,4.66,11,12,12,NORMAL
2026-08-25 02:30:00,10,BLU-02,Maritime Dock,Blue Line,2,30,1,0,1800,12,10,0,6.5,12,13,13,NORMAL
2026-08-25 02:30:00,11,BLU-03,Central Terminal,Blue Line,2,30,1,0,3000,30,13,0,5.28,31,33,34,NORMAL
2026-08-25 02:30:00,12,BLU-04,Civic Center,Blue Line,2,30,1,0,2100,5,5,0,4.93,5,5,5,NORMAL
2026-08-25 02:30:00,13,BLU-05,University Square,Blue Line,2,30,1,0,2000,19,35,0,4.39,19,20,21,NORMAL
2026-08-25 02:30:00,14,BLU-06,Innovation Park,Blue Line,2,30,1,0,2400,5,8,0,3.98,5,5,5,NORMAL
2026-08-25 02:30:00,15,BLU-07,Stadium Arena,Blue Line,2,30,1,0,3500,18,10,0,2.96,18,19,20,NORMAL
2026-08-25 02:30:00,16,BLU-08,East terminus,Blue Line,2,30,1,0,1500,10,18,0,7.73,10,11,11,NORMAL
2026-08-25 02:45:00,1,RED-01,Central Terminal,Red Line,2,45,1,0,3000,27,34,0,3.69,28,29,31,NORMAL
2026-08-25 02:45:00,2,RED-02,Financial Plaza,Red Line,2,45,1,0,2500,22,14,0,3.8,23,24,25,NORMAL
2026-08-25 02:45:00,3,RED-03,Tech Hub North,Red Line,2,45,1,0,2200,18,11,12,4.99,18,19,20,NORMAL
2026-08-25 02:45:00,4,RED-04,University Square,Red Line,2,45,1,0,2000,33,23,8,5.97,34,36,37,NORMAL
2026-08-25 02:45:00,5,RED-05,Arts District,Red Line,2,45,1,0,1800,18,9,0,5.51,18,19,20,NORMAL
2026-08-25 02:45:00,6,RED-06,Medical Center,Red Line,2,45,1,0,2000,16,18,0,5.23,16,17,18,NORMAL
2026-08-25 02:45:00,7,RED-07,North Gate,Red Line,2,45,1,0,1600,21,7,0,9.23,22,23,24,NORMAL
2026-08-25 02:45:00,8,RED-08,Suburban North,Red Line,2,45,1,0,1500,6,10,0,6.88,6,6,6,NORMAL
2026-08-25 02:45:00,9,BLU-01,West Port,Blue Line,2,45,1,0,2000,6,17,0,4.21,6,6,6,NORMAL
2026-08-25 02:45:00,10,BLU-02,Maritime Dock,Blue Line,2,45,1,0,1800,13,10,0,5.03,13,14,14,NORMAL
2026-08-25 02:45:00,11,BLU-03,Central Terminal,Blue Line,2,45,1,0,3000,25,25,0,3.79,26,27,28,NORMAL
2026-08-25 02:45:00,12,BLU-04,Civic Center,Blue Line,2,45,1,0,2100,20,12,0,4.68,21,22,23,NORMAL
2026-08-25 02:45:00,13,BLU-05,University Square,Blue Line,2,45,1,0,2000,24,29,0,4.28,25,26,27,NORMAL
2026-08-25 02:45:00,14,BLU-06,Innovation Park,Blue Line,2,45,1,0,2400,36,5,0,12.21,37,39,41,NORMAL
2026-08-25 02:45:00,15,BLU-07,Stadium Arena,Blue Line,2,45,1,0,3500,8,15,0,3.25,8,8,9,NORMAL
2026-08-25 02:45:00,16,BLU-08,East terminus,Blue Line,2,45,1,0,1500,23,10,0,8.6,24,25,26,NORMAL
2026-08-25 03:00:00,1,RED-01,Central Terminal,Red Line,3,0,1,0,3000,27,28,0,3.05,28,29,31,NORMAL
2026-08-25 03:00:00,2,RED-02,Financial Plaza,Red Line,3,0,1,0,2500,15,8,0,4.56,15,16,17,NORMAL
2026-08-25 03:00:00,3,RED-03,Tech Hub North,Red Line,3,0,1,0,2200,14,7,0,3.66,14,15,16,NORMAL
2026-08-25 03:00:00,4,RED-04,University Square,Red Line,3,0,1,0,2000,37,23,8,6.26,38,40,42,NORMAL
2026-08-25 03:00:00,5,RED-05,Arts District,Red Line,3,0,1,0,1800,18,5,0,7.87,18,19,20,NORMAL
2026-08-25 03:00:00,6,RED-06,Medical Center,Red Line,3,0,1,0,2000,13,5,3,4.11,13,14,14,NORMAL
2026-08-25 03:00:00,7,RED-07,North Gate,Red Line,3,0,1,0,1600,14,13,0,5.27,14,15,16,NORMAL
2026-08-25 03:00:00,8,RED-08,Suburban North,Red Line,3,0,1,0,1500,12,6,0,7.01,12,13,13,NORMAL
2026-08-25 03:00:00,9,BLU-01,West Port,Blue Line,3,0,1,0,2000,17,20,0,4.24,17,18,19,NORMAL
2026-08-25 03:00:00,10,BLU-02,Maritime Dock,Blue Line,3,0,1,0,1800,20,13,0,4.51,21,22,23,NORMAL
2026-08-25 03:00:00,11,BLU-03,Central Terminal,Blue Line,3,0,1,0,3000,30,25,0,2.97,31,33,34,NORMAL
2026-08-25 03:00:00,12,BLU-04,Civic Center,Blue Line,3,0,1,0,2100,15,6,0,4.25,15,16,17,NORMAL
2026-08-25 03:00:00,13,BLU-05,University Square,Blue Line,3,0,1,0,2000,23,21,0,5.9,24,25,26,NORMAL
2026-08-25 03:00:00,14,BLU-06,Innovation Park,Blue Line,3,0,1,0,2400,11,5,0,3.86,11,12,12,NORMAL
2026-08-25 03:00:00,15,BLU-07,Stadium Arena,Blue Line,3,0,1,0,3500,20,9,0,3.59,21,22,23,NORMAL
2026-08-25 03:00:00,16,BLU-08,East terminus,Blue Line,3,0,1,0,1500,6,9,0,6.44,6,6,6,NORMAL
2026-08-25 03:15:00,1,RED-01,Central Terminal,Red Line,3,15,1,0,3000,36,24,0,4.68,37,39,41,NORMAL
2026-08-25 03:15:00,2,RED-02,Financial Plaza,Red Line,3,15,1,0,2500,17,20,0,4.44,17,18,19,NORMAL
2026-08-25 03:15:00,3,RED-03,Tech Hub North,Red Line,3,15,1,0,2200,16,11,0,4.31,16,17,18,NORMAL
2026-08-25 03:15:00,4,RED-04,University Square,Red Line,3,15,1,0,2000,25,18,0,4.98,26,27,28,NORMAL
2026-08-25 03:15:00,5,RED-05,Arts District,Red Line,3,15,1,0,1800,13,12,0,5.82,13,14,14,NORMAL
2026-08-25 03:15:00,6,RED-06,Medical Center,Red Line,3,15,1,0,2000,5,6,0,5.03,5,5,5,NORMAL
2026-08-25 03:15:00,7,RED-07,North Gate,Red Line,3,15,1,0,1600,13,8,0,6.14,13,14,14,NORMAL
2026-08-25 03:15:00,8,RED-08,Suburban North,Red Line,3,15,1,0,1500,19,19,0,7.57,19,20,21,NORMAL
2026-08-25 03:15:00,9,BLU-01,West Port,Blue Line,3,15,1,0,2000,20,12,0,5.61,21,22,23,NORMAL
2026-08-25 03:15:00,10,BLU-02,Maritime Dock,Blue Line,3,15,1,0,1800,12,10,0,5.17,12,13,13,NORMAL
2026-08-25 03:15:00,11,BLU-03,Central Terminal,Blue Line,3,15,1,0,3000,25,11,0,4.31,26,27,28,NORMAL
2026-08-25 03:15:00,12,BLU-04,Civic Center,Blue Line,3,15,1,0,2100,5,5,0,4.6,5,5,5,NORMAL
2026-08-25 03:15:00,13,BLU-05,University Square,Blue Line,3,15,1,0,2000,34,24,0,4.75,35,37,39,NORMAL
2026-08-25 03:15:00,14,BLU-06,Innovation Park,Blue Line,3,15,1,0,2400,9,8,0,3.6,9,9,10,NORMAL
2026-08-25 03:15:00,15,BLU-07,Stadium Arena,Blue Line,3,15,1,0,3500,18,19,0,2.79,18,19,20,NORMAL
2026-08-25 03:15:00,16,BLU-08,East terminus,Blue Line,3,15,1,0,1500,12,17,15,7.32,12,13,13,NORMAL
2026-08-25 03:30:00,1,RED-01,Central Terminal,Red Line,3,30,1,0,3000,17,25,0,3.71,17,18,19,NORMAL
2026-08-25 03:30:00,2,RED-02,Financial Plaza,Red Line,3,30,1,0,2500,39,5,0,14.63,40,42,44,NORMAL
2026-08-25 03:30:00,3,RED-03,Tech Hub North,Red Line,3,30,1,0,2200,25,13,0,5.9,26,27,28,NORMAL
2026-08-25 03:30:00,4,RED-04,University Square,Red Line,3,30,1,0,2000,27,24,0,4.3,28,29,31,NORMAL
2026-08-25 03:30:00,5,RED-05,Arts District,Red Line,3,30,1,0,1800,15,5,0,5.84,15,16,17,NORMAL
2026-08-25 03:30:00,6,RED-06,Medical Center,Red Line,3,30,1,0,2000,24,16,0,5.84,25,26,27,NORMAL
2026-08-25 03:30:00,7,RED-07,North Gate,Red Line,3,30,1,0,1600,19,8,0,6.45,19,20,21,NORMAL
2026-08-25 03:30:00,8,RED-08,Suburban North,Red Line,3,30,1,0,1500,20,13,0,5.81,21,22,23,NORMAL
2026-08-25 03:30:00,9,BLU-01,West Port,Blue Line,3,30,1,0,2000,15,14,0,5.46,15,16,17,NORMAL
2026-08-25 03:30:00,10,BLU-02,Maritime Dock,Blue Line,3,30,1,0,1800,6,20,0,5.19,6,6,6,NORMAL
2026-08-25 03:30:00,11,BLU-03,Central Terminal,Blue Line,3,30,1,0,3000,14,23,0,2.77,14,15,16,NORMAL
2026-08-25 03:30:00,12,BLU-04,Civic Center,Blue Line,3,30,1,0,2100,17,19,0,5.58,17,18,19,NORMAL
2026-08-25 03:30:00,13,BLU-05,University Square,Blue Line,3,30,1,0,2000,31,23,0,5.1,32,34,35,NORMAL
2026-08-25 03:30:00,14,BLU-06,Innovation Park,Blue Line,3,30,1,0,2400,5,8,0,3.74,5,5,5,NORMAL
2026-08-25 03:30:00,15,BLU-07,Stadium Arena,Blue Line,3,30,1,0,3500,12,5,0,2.81,12,13,13,NORMAL
